StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40_1,Q40_2,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48
3/3/21 17:17,3/3/21 17:22,100,312,TRUE,3/3/21 17:22,R_1llAjT0JRmEIg48,EN,Somewhat healthy,Rarely,Never,Never,Very Often,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Slightly,Very often,Very often,Less than once a month,Never,Never,Never,Never,Never,Some,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Stayed about the same,Figure/stature,Muscle tone/glute unevenness ,Complexion ,Muscle tone,Yes,No,,No,,...first year,Female,20
3/3/21 17:17,3/3/21 17:22,100,305,TRUE,3/3/21 17:22,R_dpd89YPU96WKKNH,EN,Somewhat healthy,Sometimes,Never,Rarely,Very Often,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Rarely,Rarely,Sometimes,Rarely,Not applicable,Somewhat,Sometimes,Very often,Once a week,Sometimes,Never,Never,Never,Rarely,Some,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Stayed about the same,Upper body muscles,Gut,Gut,Chest,No,No,,No,,...third year,Male,21
3/3/21 17:13,3/3/21 17:22,100,551,TRUE,3/3/21 17:22,R_28Aj66LFozLRoAa,EN,A little healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Rarely,Yes,Never,,Never,Rarely,Not at all,Not at all,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Not applicable,Not at all,Sometimes,Very often,Once a week,Sometimes,Never,Never,Never,Never,Most,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Stayed about the same,My Thicc Calves,Belly,Face,Belly,No,No,,No,,...third year,Male,21
3/3/21 17:18,3/3/21 17:22,100,250,TRUE,3/3/21 17:22,R_eURTrjFQDNaUS4x,EN,Somewhat healthy,Sometimes,Never,Rarely,Very Often,Never,Never,Yes,Rarely,,Never,Never,Not at all,Not at all,Very often,Never,Rarely,Very often,Rarely,Never,Somewhat,Sometimes,Very often,Less than once a month,Rarely,Never,Never,Never,Never,Most,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Worsened,Legs,Stomach,Stomach,Upper arms,No,No,,No,,...third year,Female,20
3/3/21 17:18,3/3/21 17:22,100,236,TRUE,3/3/21 17:22,R_3O15XtKNGcbYNIg,EN,Very healthy,Sometimes,Never,Sometimes,Sometimes,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Very often,Rarely,Rarely,Rarely,Never,Never,Extremely,Sometimes,Very often,Less than once a month,Never,Never,Never,Rarely,Never,Some,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Worsened,Legs,Stomach ,arms,waist,No,No,,No,,...first year,Female,20
3/3/21 17:14,3/3/21 17:22,100,483,TRUE,3/3/21 17:22,R_BQZn9Njpc4kwmEF,EN,Very healthy,Rarely,Sometimes,Sometimes,Very Often,Never,Rarely,No,,Sometimes,Rarely,Very often,A little,A little,Always,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Somewhat,Very often,Rarely,Less than once a month,Sometimes,Never,Rarely,Never,Never,Most,Sometimes,Very often,Never,Never,Never,Rarely,Stayed about the same,Face,Stomach,Stomach ,,No,No,,No,,...second year,Female,19
3/3/21 17:16,3/3/21 17:22,100,364,TRUE,3/3/21 17:22,R_tPZljJT6rOJt8wF,EN,A little healthy,Very often,Sometimes,Sometimes,Very Often,Rarely,Sometimes,Yes,Sometimes,,Rarely,Very often,Some,Some,Sometimes,Very often,Sometimes,Very often,Very often,Rarely,Somewhat,Sometimes,Very often,Once or twice a month,Sometimes,Never,Never,Sometimes,Rarely,Most,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Worsened,My hair and eyes and my lower legs,"My shape, specifically my arm, stomach, waist and double chin",my hair,my chest,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,23
3/3/21 17:17,3/3/21 17:22,100,327,TRUE,3/3/21 17:22,R_2wA10oytY6ybw8u,EN,Very healthy,Rarely,Never,Rarely,Very Often,Never,Never,Yes,Never,,Rarely,Rarely,Not at all,A little,Very often,Very often,Rarely,Sometimes,Rarely,Sometimes,Slightly,Rarely,Sometimes,Less than once a month,Never,Never,Never,Never,Never,Some,Sometimes,Sometimes,Sometimes,Never,Never,Never,Stayed about the same,weight ,chest,face,stomach,No,No,,No,,...second year,Female,19
3/3/21 17:17,3/3/21 17:22,100,330,TRUE,3/3/21 17:22,R_290wc5jYlANLpOS,EN,Somewhat healthy,Rarely,Never,Rarely,Rarely,Never,Never,Yes,Never,,Never,Not applicable,Not at all,Not at all,Very often,Rarely,Rarely,Never,Never,Not applicable,Somewhat,Sometimes,Very often,Once or twice a month,Never,Never,Never,Rarely,Never,Most,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Stayed about the same,muscle composition,belly,muscle composition,belly,No,No,,No,,...first year,Male,19
3/3/21 17:18,3/3/21 17:22,100,276,TRUE,3/3/21 17:22,R_3I3GRC6sY2BDOgq,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Rarely,Rarely,Never,Yes,Never,,Never,Not applicable,Not at all,Not at all,Sometimes,Rarely,Very often,Rarely,Sometimes,Not applicable,Somewhat,Sometimes,Very often,Once a day,Sometimes,Rarely,Never,Never,Never,Some,Very often,Sometimes,Sometimes,Never,Never,Extremely often,Stayed about the same,Abs / legs,Chest,Abs,Biceps,Yes,No,,No,,...graduate student pursuing a Masters or PhD,Male,26
3/3/21 17:18,3/3/21 17:22,100,263,TRUE,3/3/21 17:22,R_2wbiOY4cO5W6Y7Z,EN,Very healthy,Rarely,Rarely,Rarely,Rarely,Never,Never,Yes,Rarely,,Never,Never,Not at all,Not at all,Sometimes,Rarely,Rarely,Never,Never,Not applicable,Somewhat,Sometimes,Sometimes,Less than once a month,Rarely,Rarely,Never,Never,Never,Most,Rarely,Rarely,Never,Rarely,Never,Rarely,Stayed about the same,proportions,acne,acne,hair,No,No,,No,,...second year,Male,19
3/3/21 17:17,3/3/21 17:22,100,316,TRUE,3/3/21 17:22,R_12EBhxNk9XAe3Yk,EN,Not at all healthy,Always,Sometimes,Extremely often,Extremely often,Never,Very often,No,,Extremely often,Sometimes,Sometimes,A little,Quite a bit,Always,Never,Sometimes,Extremely often,Sometimes,Not applicable,Slightly,Sometimes,Extremely often,Less than once a month,Extremely often,Never,Never,Never,Rarely,Most,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Stayed about the same,,,Stomach,Hair,No,No,,No,,...graduate student pursuing a Masters or PhD,Male,24
3/3/21 17:18,3/3/21 17:22,100,254,TRUE,3/3/21 17:22,R_3Hw4ufvbvMzcFZN,EN,Somewhat healthy,Always,Always,Very often,Extremely often,Sometimes,Extremely often,No,,Sometimes,Sometimes,Not applicable,A little,Some,Always,Sometimes,Extremely often,Sometimes,Always,Not applicable,Somewhat,Rarely,Extremely often,Less than once a month,Extremely often,Never,Never,Rarely,Rarely,Some,Sometimes,Very often,Never,Sometimes,Very often,Very often,Worsened,My teeth,"My figure, specifically my stomach",Face,Hair,No,No,,No,,...first year,Female,18
3/3/21 17:11,3/3/21 17:22,100,708,TRUE,3/3/21 17:22,R_1GEu2uwDx0keCzO,EN,Very healthy,Very often,Very often,Very often,Very Often,Rarely,Sometimes,Yes,Rarely,,Rarely,Never,A great deal,A great deal,Very often,Rarely,Sometimes,Never,Very often,Never,Somewhat,Sometimes,Very often,Less than once a month,Sometimes,Never,Rarely,Sometimes,Never,A few,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Worsened,"im not sure, just proud that I was lucky enough to have access to professional help for my eating disorder and got my ""shape"" back (ie breasts, butt)","often overanalyze my calves, stomach, biceps, and hips",Legs (calves and thighs),"Stomach (""abs"")",Yes,Yes,Eating Disorder program (the Emily program and Melrose),Yes,Anorexia,...fourth year,Female,21
3/3/21 17:11,3/3/21 17:22,100,708,TRUE,3/3/21 17:22,R_3kMqfj29sHX5rBB,EN,Very healthy,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,No,,Rarely,Never,Rarely,A little,Some,Very often,Never,Sometimes,Sometimes,Never,Never,Extremely,Sometimes,Sometimes,Less than once a month,Sometimes,Never,Never,Never,Never,Some,Sometimes,Very often,Rarely,Sometimes,Very often,Sometimes,Worsened,my skin,my stomach,butt,stomach,No,No,,No,,...third year,Female,21
3/3/21 17:18,3/3/21 17:22,100,242,TRUE,3/3/21 17:22,R_3exeLngFFri3Tb7,EN,Somewhat healthy,Sometimes,Sometimes,Very often,Sometimes,Never,Never,Yes,Rarely,,Rarely,Sometimes,Not at all,A little,Very often,Rarely,Rarely,Rarely,Rarely,Not applicable,Very,Sometimes,Rarely,Less than once a month,Never,Very often,Never,Never,Never,A few,Very often,Sometimes,Rarely,Very often,Sometimes,Sometimes,Stayed about the same,face,body,upperbody,lowerbody,No,No,,No,,...second year,Male,20
3/3/21 17:16,3/3/21 17:22,100,356,TRUE,3/3/21 17:22,R_2chpwt9TGt4shHb,EN,A little healthy,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Never,No,,Never,Never,Not applicable,Some,Some,Always,Rarely,Sometimes,Rarely,Very often,Rarely,Slightly,Sometimes,Extremely often,Once or twice a month,Extremely often,Rarely,Never,Never,Never,Some,Very often,Very often,Never,Extremely often,Very often,Sometimes,Worsened,my face ,my silhouette ,eyes ,legs ,Yes,Yes,Therapy ,Yes,anorexia (light)/ednos ,...second year,Female,20
3/3/21 17:18,3/3/21 17:22,100,271,TRUE,3/3/21 17:22,R_ul9nd6XmgN4LjPz,EN,Extremely healthy,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Never,Yes,Never,,Never,Never,Not at all,A little,Very often,Sometimes,Sometimes,Rarely,Sometimes,Very often,Somewhat,Extremely often,Sometimes,Less than once a month,Rarely,Never,Never,Rarely,Never,A few,Very often,Very often,Rarely,Never,Never,Very often,Stayed about the same,Legs,My feet,Skin,Stomach/abs,Yes,No,,No,,...graduate student pursuing a Masters or PhD,Female,26
3/3/21 17:14,3/3/21 17:22,100,495,TRUE,3/3/21 17:22,R_Tw22CSI7eMidom5,EN,Somewhat healthy,Very often,Sometimes,Very often,Very Often,Rarely,Rarely,Yes,Never,,Rarely,Sometimes,Quite a bit,Quite a bit,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Somewhat,Very often,Extremely often,Once or twice a month,Very often,Never,Never,Rarely,Extremely often,Most,Rarely,Sometimes,Never,Sometimes,Very often,Rarely,Worsened,My hands,My arms,Abs,Legs,No,No,,No,,...third year,Female,21
3/3/21 17:17,3/3/21 17:23,100,355,TRUE,3/3/21 17:23,R_9HPKB9z9r6i41Rn,EN,Very healthy,Rarely,Rarely,Rarely,Rarely,Never,Never,No,,Sometimes,Never,Not applicable,Not at all,Not at all,Sometimes,Never,Rarely,Sometimes,Never,Not applicable,Very,Very often,Sometimes,Less than once a month,Never,Sometimes,Never,Rarely,Never,Some,Sometimes,Sometimes,Rarely,Never,Never,Never,Improved,Abs ,Shoulders ,Core,Arms,No,No,,No,,...third year,Male,21
3/3/21 17:09,3/3/21 17:23,100,816,TRUE,3/3/21 17:23,R_9mfDi89Ljhfwelj,EN,A little healthy,Very often,Sometimes,Very often,Very Often,Rarely,Sometimes,Yes,Sometimes,,Sometimes,Never,Quite a bit,Quite a bit,Very often,Extremely often,Sometimes,Very often,Sometimes,Sometimes,Slightly,Sometimes,Very often,Once or twice a month,Very often,Never,Sometimes,Rarely,Rarely,A few,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Worsened,height,"acne, stomach, arms, thighs",acne,stomach,Yes,No,,No,,...fourth year,Female,22
3/3/21 17:17,3/3/21 17:23,100,311,TRUE,3/3/21 17:23,R_30jWn0fTlgaTJc4,EN,Somewhat healthy,Always,Very often,Extremely often,Extremely often,Sometimes,Extremely often,Yes,Sometimes,,Always,Always,Quite a bit,Quite a bit,Very often,Sometimes,Extremely often,Very often,Always,Not applicable,Very,Extremely often,Extremely often,Once a day,Extremely often,Never,Sometimes,Very Often,Sometimes,Most,Very often,Extremely often,Sometimes,Very often,Extremely often,Extremely often,Worsened,collarbones,stomach,stomach,chin/jawline,No,No,,No,,...first year,Female,19
3/3/21 17:18,3/3/21 17:23,100,286,TRUE,3/3/21 17:23,R_1gFOPTHO8DOPz57,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Extremely often,Rarely,Rarely,No,,Sometimes,Sometimes,Never,Not at all,Not at all,Very often,Rarely,Sometimes,Rarely,Sometimes,Not applicable,Not at all,Very often,Extremely often,Once or twice a month,Very often,Never,Never,Sometimes,Never,Some,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Stayed about the same,my stomach before I've eaten,my stomach after I've eaten,stomach,arms,No,No,,No,,...graduate student pursuing a Masters or PhD,Male,23
3/3/21 17:19,3/3/21 17:23,100,243,TRUE,3/3/21 17:23,R_21yV58BIIp3zNxq,EN,A little healthy,Very often,Very often,Very often,Very Often,Sometimes,Very often,No,,Very often,Very often,Very often,Some,Quite a bit,Very often,Sometimes,Sometimes,Sometimes,Always,Very often,Somewhat,Sometimes,Very often,Once or twice a month,Very often,Never,Never,Very Often,Very often,A few,Sometimes,Very often,Sometimes,Rarely,Extremely often,Rarely,Worsened,eyes,stomach and thighs,stomach,butt,No,No,,No,,...second year,Female,20
3/3/21 17:10,3/3/21 17:23,100,740,TRUE,3/3/21 17:23,R_2ZKccVDhCJsxJC5,EN,A little healthy,Very often,Rarely,Sometimes,Very Often,Sometimes,Sometimes,Yes,Rarely,,Sometimes,Never,Some,Some,Very often,Never,Sometimes,Very often,Very often,Not applicable,Very,Never,,Less than once a month,Sometimes,Never,Never,Never,Never,A few,Sometimes,Sometimes,Rarely,Sometimes,Very often,Rarely,Worsened,My hair or skin I guess,My stomach and chest,Face,Stomach area,No,No,,No,,...fourth year,Male,21
3/3/21 17:19,3/3/21 17:23,100,204,TRUE,3/3/21 17:23,R_x9Fcegv90AMvGfv,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Very Often,Never,Sometimes,Yes,Rarely,,Never,Not applicable,A little,A little,Very often,Never,Sometimes,Sometimes,Sometimes,Not applicable,Somewhat,Sometimes,Very often,Once a day,Sometimes,Rarely,Never,Rarely,Rarely,A few,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Worsened,height,stomach,stomach,arms,No,No,,No,,...fourth year,Male,22
3/3/21 17:11,3/3/21 17:23,100,689,TRUE,3/3/21 17:23,R_5hv6D8kOu7SahTH,EN,Not at all healthy,Always,Very often,Extremely often,Extremely often,Sometimes,Extremely often,No,,Extremely often,Always,Not applicable,Quite a bit,A great deal,Always,Extremely often,Extremely often,Never,Always,Rarely,Very,Sometimes,Extremely often,Once a day,Extremely often,Never,Never,Never,Rarely,Some,Rarely,Sometimes,Never,Sometimes,Extremely often,Rarely,Stayed about the same,eyes,everything else,legs,chest,No,No,,Yes,anorexia,...third year,Female,20
3/3/21 17:18,3/3/21 17:23,100,282,TRUE,3/3/21 17:23,R_3Pc8GKdL0P5JZ2P,EN,Not at all healthy,Always,Always,Extremely often,Extremely often,Extremely often,Extremely often,Yes,Extremely often,,Always,Always,A great deal,Some,Always,Extremely often,Extremely often,Sometimes,Always,Always,Somewhat,Sometimes,Extremely often,Less than once a month,Extremely often,Never,Extremely often,Very Often,Very often,Most,Rarely,Sometimes,Rarely,Extremely often,Extremely often,Sometimes,Worsened,smile,my entire body,smile,face,Yes,Yes,"Dietician, Therapist ",No,,...graduate student pursuing a Masters or PhD,Male,
3/3/21 17:16,3/3/21 17:23,100,388,TRUE,3/3/21 17:23,R_ZLg3y7Tgo8uJo6B,EN,A little healthy,Very often,Sometimes,Very often,Very Often,Very often,Very often,Yes,Sometimes,,Sometimes,Very often,Quite a bit,Some,Very often,Extremely often,Extremely often,Very often,Very often,Sometimes,Somewhat,Sometimes,Very often,Once a day,Very often,Never,Rarely,Sometimes,Sometimes,Some,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Stayed about the same,Eyes,Arms,Hair,Face (makeup),No,No,,No,,...fourth year,Female,22
3/3/21 17:16,3/3/21 17:23,100,406,TRUE,3/3/21 17:23,R_1BRUAVL31dtsbLt,EN,Extremely healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Yes,Rarely,,Rarely,Rarely,Some,Some,Always,Extremely often,Extremely often,Sometimes,Very often,Not applicable,Very,Extremely often,Very often,Once a week,Rarely,Very often,Never,Sometimes,Very often,A few,Very often,Very often,Sometimes,Very often,Very often,Rarely,Stayed about the same,My complexion,How skinny ,Face,Stomach,No,No,,No,,...fourth year,Male,21
3/3/21 17:18,3/3/21 17:23,100,302,TRUE,3/3/21 17:23,R_2Ua345Ev2QxE75p,EN,Somewhat healthy,Sometimes,Very often,Sometimes,Sometimes,Never,Never,No,,Sometimes,Sometimes,Never,Some,A little,Very often,Rarely,Very often,Sometimes,Very often,Never,Somewhat,Sometimes,Very often,Once or twice a month,Sometimes,Never,Rarely,Very Often,Rarely,Most,Very often,Very often,Rarely,Sometimes,Very often,Very often,Worsened,legs,Stomach,skin complexion ,flatness of belly ,No,No,,No,,...second year,Female,19
3/3/21 17:19,3/3/21 17:23,100,214,TRUE,3/3/21 17:23,R_Us6KP3QaqCUXY4x,EN,A little healthy,Very often,Sometimes,Very often,Very Often,Sometimes,Very often,Yes,Sometimes,,Sometimes,Sometimes,Some,Some,Very often,Very often,Sometimes,Sometimes,Sometimes,Never,Somewhat,Never,,Once or twice a month,Very often,Never,Never,Rarely,Sometimes,Some,Sometimes,Sometimes,Rarely,Sometimes,Very often,Sometimes,Stayed about the same,long eyelashes,stomach ,stomach area,legs,No,No,,No,,...second year,Female,19
3/3/21 17:16,3/3/21 17:23,100,404,TRUE,3/3/21 17:23,R_2fwAKdKFP6e7Q5G,EN,Extremely healthy,Sometimes,Rarely,Sometimes,Very Often,Never,Rarely,Yes,Never,,Never,Never,Not at all,Not at all,Always,Very often,Very often,Never,Rarely,Never,Extremely,Very often,Rarely,Less than once a month,Never,Never,Never,Rarely,Never,Some,Sometimes,Very often,Rarely,Never,Never,Sometimes,Improved,Eyes or skin ,Stomach,Stomach ,Hips,Yes,No,,No,,...third year,Female,21
3/3/21 17:16,3/3/21 17:23,100,395,TRUE,3/3/21 17:23,R_WcxHP8vvMZlwwbn,EN,Very healthy,Very often,Very often,Sometimes,Very Often,Rarely,Rarely,No,,Never,Never,Never,Not at all,Not at all,Sometimes,Sometimes,Very often,Never,Very often,Never,Very,Very often,Never,Once a week,Very often,Never,Never,Never,Extremely often,Some,Rarely,Rarely,Never,Never,Never,Rarely,Improved,"I am very satisfied that since I've been on a diet, my body is able to lose weight when I stick to my points","That I still have fat on my belly, but that is the last thing to go and I'm not too worried about it.",Belly fat,Leg shape,Yes,No,,No,,...fifth year or more,Female,24
3/3/21 17:13,3/3/21 17:23,100,579,TRUE,3/3/21 17:23,R_2TLcw9hyHGrtx5Z,EN,Extremely healthy,Rarely,Rarely,Rarely,Rarely,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Never,Never,Never,Rarely,Never,Very,Very often,Sometimes,Less than once a month,Rarely,Never,Never,Never,Never,All,Very often,Very often,Rarely,Rarely,Never,Very often,Stayed about the same,my upper body,my belly,belly,booty,No,No,,No,,...first year,Female,19
3/3/21 17:12,3/3/21 17:23,100,678,TRUE,3/3/21 17:23,R_1Lk8hgR5BOlzax6,EN,Very healthy,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Yes,Never,,Never,Never,Not at all,A little,Very often,Very often,Rarely,Rarely,Never,Rarely,Very,Sometimes,Sometimes,Less than once a month,Rarely,Rarely,Never,Rarely,Never,A few,Sometimes,Very often,Rarely,Never,Sometimes,Rarely,Stayed about the same,my arms,my torso,face,lower body,No,No,,No,,...third year,Female,21
3/3/21 17:12,3/3/21 17:23,100,669,TRUE,3/3/21 17:23,R_2AXPtsr01WXdMT6,EN,Somewhat healthy,Sometimes,Never,Rarely,Very Often,Never,Rarely,No,,Never,Never,Never,Not at all,Not at all,Very often,Rarely,Rarely,Never,Rarely,Never,Very,Sometimes,Very often,Less than once a month,Sometimes,Never,Never,Never,Never,A few,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Worsened,Booty,Knees,Face,Booty,No,No,,No,,...second year,Female,20
3/3/21 17:15,3/3/21 17:23,100,461,TRUE,3/3/21 17:23,R_2s7k33ezNTl0SPv,EN,A little healthy,Always,Sometimes,Very often,Very Often,Sometimes,Extremely often,Yes,Sometimes,,Rarely,Rarely,A great deal,A great deal,Always,Sometimes,Extremely often,Sometimes,Always,Sometimes,Somewhat,Extremely often,Very often,Less than once a month,Very often,Sometimes,Never,Rarely,Never,Some,Sometimes,Extremely often,Sometimes,Sometimes,Extremely often,Very often,Worsened,my hair,everything else,hair,tummy,No,No,,No,,...fourth year,Female,21
3/3/21 17:13,3/3/21 17:23,100,638,TRUE,3/3/21 17:23,R_28LCtMQi6pVxyX1,EN,Somewhat healthy,Very often,Never,Sometimes,Very Often,Never,Rarely,Yes,Never,,Never,Never,A little,A little,Very often,Very often,Very often,Rarely,Rarely,Never,Somewhat,Sometimes,Very often,Less than once a month,Sometimes,Never,Rarely,Rarely,Rarely,A few,Very often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Worsened,Legs,Stomach,Legs,Stomach,No,No,,No,,...second year,Female,20
3/3/21 17:18,3/3/21 17:23,100,287,TRUE,3/3/21 17:23,R_10NRE9DcwOltOkR,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Yes,Rarely,,Rarely,Always,A little,Some,Very often,Very often,Sometimes,Rarely,Sometimes,Sometimes,Not at all,Very often,Sometimes,Less than once a month,Rarely,Never,Never,Rarely,Never,Some,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Stayed about the same,abs ,hips and butt,hair,eyes,No,No,,No,,...first year,Female,19
